,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000182308.6,12.8744839,0.315177962,0.11186233,2.817552262,0.004839124,0.071527797
ENSG00000143768.10,83.41120648,-0.467765942,0.166050888,-2.81700355,0.004847399,0.07162037
ENSG00000225652.1,4.688622463,-0.478773436,0.170020217,-2.815979433,0.004862878,0.071815489
ENSG00000170638.8,2795.765529,0.190206927,0.06754836,2.815863016,0.00486464,0.071815489
ENSG00000196544.7,555.7565272,0.194378327,0.069041069,2.815401482,0.004871633,0.071886619
ENSG00000141378.14,1423.746907,0.172341639,0.061216551,2.815278503,0.004873498,0.071886619
ENSG00000136709.10,3257.65827,0.07526063,0.026738968,2.814642301,0.004883155,0.071967905
ENSG00000155660.9,20658.26996,0.184260265,0.065465841,2.814601658,0.004883773,0.071967905
ENSG00000110455.12,1115.760743,0.229156749,0.081419593,2.814516,0.004885075,0.071967905
ENSG00000205054.5,23.97665282,0.342891784,0.121842972,2.81421061,0.004889718,0.071988067
ENSG00000100490.8,115.2818228,-0.28755849,0.102182708,-2.814159992,0.004890488,0.071988067
ENSG00000160886.12,172.7658655,0.716334626,0.254568266,2.813919572,0.004894147,0.07200675
ENSG00000261701.5,5.872456111,0.757893543,0.269357839,2.813705168,0.004897412,0.07200675
ENSG00000268751.1,35.80410294,0.285185114,0.1013567,2.813677973,0.004897827,0.07200675
ENSG00000249797.1,7.999003957,-0.421088764,0.149684202,-2.81318107,0.004905402,0.072075891
ENSG00000146425.9,3827.570372,0.132418863,0.047072155,2.813103896,0.00490658,0.072075891
ENSG00000100897.16,7062.865486,0.087190801,0.031001629,2.812458683,0.004916434,0.072144818
ENSG00000266402.3,86.80525601,0.406952514,0.144699272,2.812401952,0.004917301,0.072144818
ENSG00000145642.10,3.525305507,-0.488187384,0.173583995,-2.812398597,0.004917353,0.072144818
ENSG00000258844.1,1.491825154,1.025586771,0.36477581,2.811553678,0.004930286,0.072304772
ENSG00000089558.7,17.76512832,-0.354144104,0.125967608,-2.811390238,0.004932792,0.072311721
ENSG00000235077.1,10.01353646,0.433510217,0.154224907,2.81089627,0.004940371,0.072393012
ENSG00000236565.3,9.414093078,0.220933651,0.078604551,2.810697967,0.004943417,0.072407832
ENSG00000272669.1,74.88099311,0.364301579,0.129650053,2.809883774,0.004955939,0.072539685
ENSG00000230481.2,0.822449134,-1.049552568,0.373526495,-2.809847712,0.004956495,0.072539685
ENSG00000011485.13,3064.39621,0.08613795,0.030657338,2.809700868,0.004958756,0.072542959
ENSG00000162910.17,2038.822736,0.219542489,0.078154022,2.809100318,0.004968016,0.072648564
ENSG00000225598.1,1.49328093,-0.677765637,0.241290932,-2.808914662,0.004970882,0.072660619
ENSG00000174640.11,3849.665453,0.320920679,0.114264537,2.808576384,0.004976108,0.072707142
ENSG00000121351.6,13.67850383,-0.999297954,0.355852194,-2.808182645,0.004982196,0.072766231
ENSG00000120820.11,413.7131661,-0.243316802,0.086667669,-2.807469099,0.004993247,0.072874341
ENSG00000196455.6,2038.424758,-0.142483754,0.050752193,-2.807440326,0.004993693,0.072874341
ENSG00000205339.8,7631.723167,-0.157550445,0.056129149,-2.80692737,0.005001652,0.07296057
ENSG00000066117.13,2726.501583,0.079072828,0.028175551,2.80643418,0.005009315,0.073020148
ENSG00000197471.10,295.1141858,-0.291690036,0.103937425,-2.806400447,0.005009839,0.073020148
ENSG00000148291.8,1105.621786,0.233991537,0.083381922,2.806262206,0.005011989,0.073021582
ENSG00000169696.14,2258.620599,0.197794978,0.070490504,2.80598047,0.005016373,0.073055554
ENSG00000211812.1,1.617506167,-0.60237626,0.214701314,-2.805647754,0.005021555,0.073101112
ENSG00000265293.2,2.019281741,-0.502287053,0.17908941,-2.804671996,0.005036781,0.073292778
ENSG00000212694.7,1058.897409,0.318017684,0.113406283,2.80423337,0.005043638,0.073296926
ENSG00000100075.8,7085.785851,0.187191445,0.066753555,2.804216854,0.005043897,0.073296926
ENSG00000089123.14,487.8637645,-0.095144644,0.033929736,-2.804166922,0.005044678,0.073296926
ENSG00000270959.1,357.9376411,0.15905868,0.056724593,2.804051471,0.005046485,0.073296926
ENSG00000006128.10,68.57842701,0.490393096,0.174890834,2.803995414,0.005047362,0.073296926
ENSG00000166685.10,2370.40757,0.084551262,0.030155941,2.803801152,0.005050404,0.073300759
ENSG00000168096.13,1382.667174,0.199233524,0.071060534,2.803715559,0.005051745,0.073300759
ENSG00000266513.1,1.439253492,0.943695426,0.336610801,2.803520935,0.005054795,0.073305452
ENSG00000177239.13,5657.216463,0.148330568,0.052910348,2.803432112,0.005056188,0.073305452
ENSG00000095066.10,2912.438295,0.176638976,0.063027494,2.802570207,0.005069718,0.073471692
ENSG00000132436.10,411.4859046,-0.142743591,0.050937151,-2.802347389,0.005073221,0.073492537
ENSG00000124721.16,1265.415454,0.548335966,0.19571815,2.801661295,0.005084022,0.073595301
ENSG00000181541.5,13.43168956,-0.485957111,0.173454882,-2.801634102,0.00508445,0.073595301
ENSG00000236494.1,1.936498508,-0.487974876,0.174189659,-2.801399805,0.005088144,0.073618823
ENSG00000065328.15,50.8663166,-0.332343876,0.118656227,-2.800897059,0.005096077,0.073670404
ENSG00000109065.10,2243.723212,0.156743138,0.055963071,2.800831625,0.005097111,0.073670404
ENSG00000134802.16,358.6394384,-0.208182917,0.074330322,-2.800780492,0.005097918,0.073670404
ENSG00000132429.8,112.2141246,0.477476701,0.170492639,2.800570768,0.005101232,0.073688374
ENSG00000110944.7,40.97445121,-0.181922285,0.064965551,-2.800288483,0.005105696,0.07372293
ENSG00000264017.2,3.038270442,-0.351474149,0.125593775,-2.798499765,0.005134061,0.074102442
ENSG00000131323.13,1461.704097,-0.137417354,0.049107301,-2.798308002,0.00513711,0.0741164
ENSG00000100263.12,2153.885196,0.182225587,0.06514239,2.797342662,0.005152486,0.074308111
ENSG00000167113.9,4277.712818,0.168735459,0.060334858,2.796649615,0.00516355,0.074437516
ENSG00000259542.4,2.280335752,-0.398946291,0.142694585,-2.795805407,0.005177056,0.074602008
ENSG00000178457.3,0.795583249,2.311053617,0.826707397,2.795491641,0.005182084,0.074644242
ENSG00000277173.1,5.606866781,0.409726582,0.146576358,2.795311526,0.005184972,0.074655633
ENSG00000125351.9,680.4119654,0.102546575,0.0366978,2.794352115,0.005200382,0.074807492
ENSG00000279858.1,17.45535701,0.39629147,0.141820604,2.794315194,0.005200976,0.074807492
ENSG00000129450.7,45.88462903,-0.244929783,0.087654538,-2.794262433,0.005201825,0.074807492
ENSG00000215246.5,20.25037867,-0.423025186,0.151402506,-2.794043493,0.005205348,0.074827925
ENSG00000272308.1,27.21019736,0.22666691,0.081145583,2.793336408,0.005216741,0.074949104
ENSG00000277498.1,0.858983193,-0.786364955,0.281530104,-2.793182481,0.005219224,0.074949104
ENSG00000183562.3,2.446300343,-0.466124366,0.166882534,-2.793128527,0.005220095,0.074949104
ENSG00000184209.14,1419.289331,0.167787106,0.060083555,2.792562891,0.00522923,0.075014643
ENSG00000271375.1,1.855123218,-0.843661544,0.30213276,-2.792353748,0.005232612,0.075014643
ENSG00000063245.13,10607.23013,0.154742043,0.055418529,2.792243761,0.005234391,0.075014643
ENSG00000104974.9,32.92754881,-0.2936004,0.105157062,-2.792017894,0.005238046,0.075014643
ENSG00000259315.1,30.26832251,0.292058435,0.104607535,2.791944521,0.005239234,0.075014643
ENSG00000231123.1,1.566824244,0.984009201,0.352447075,2.791934654,0.005239394,0.075014643
ENSG00000233608.3,305.4033285,-0.338261968,0.121156886,-2.791933499,0.005239412,0.075014643
ENSG00000162384.12,1987.044338,0.125677415,0.045018621,2.791676266,0.005243579,0.075044111
ENSG00000103876.10,1595.252591,0.163081884,0.058424173,2.791342602,0.005248988,0.07509133
ENSG00000255750.4,3.296390666,-0.529333528,0.189654645,-2.791039097,0.005253913,0.075131279
ENSG00000279315.1,0.638398893,-0.712931404,0.255447616,-2.790910388,0.005256002,0.075131279
ENSG00000244734.2,465.1536158,0.442180443,0.158464408,2.790408579,0.005264156,0.075217631
ENSG00000138669.8,678.2985348,0.430802624,0.154395065,2.790261619,0.005266547,0.075221587
ENSG00000205084.9,650.5835715,-0.150909767,0.054097394,-2.789594025,0.005277417,0.075346612
ENSG00000140319.9,14158.04392,0.123021298,0.044104854,2.789291576,0.005282348,0.075351368
ENSG00000258654.1,3.119766456,0.804414976,0.288402366,2.789210737,0.005283667,0.075351368
ENSG00000253669.3,54.2630522,-0.262183725,0.094000149,-2.789184139,0.005284101,0.075351368
ENSG00000268529.1,1.476967945,-0.544715255,0.195315875,-2.788893913,0.005288839,0.075367334
ENSG00000124772.10,131.3186932,-0.318535212,0.114217155,-2.788856121,0.005289456,0.075367334
ENSG00000230606.9,17.33889653,0.32281756,0.115763629,2.788592252,0.005293767,0.075398576
ENSG00000117408.9,2866.722182,0.098002797,0.035150485,2.788092323,0.005301943,0.075484826
ENSG00000242244.1,7.003103394,0.532064446,0.190891059,2.787267504,0.005315458,0.075625543
ENSG00000259516.2,6.590635673,0.295776327,0.106118385,2.787229811,0.005316076,0.075625543
ENSG00000099795.5,4946.801463,0.241346526,0.086602867,2.786819119,0.005322818,0.075663322
ENSG00000248967.1,1.062005053,0.890617042,0.31958309,2.786809034,0.005322984,0.075663322
ENSG00000157873.16,4837.446918,0.206775226,0.074207387,2.786450714,0.005328872,0.075709117
ENSG00000230676.1,59.52192541,0.40191543,0.144252736,2.786189307,0.005333172,0.075709117
ENSG00000226835.1,4.771963462,0.470052193,0.168714585,2.786079185,0.005334984,0.075709117
ENSG00000280433.1,89.04180882,0.17688857,0.063494745,2.785877301,0.005338307,0.075709117
ENSG00000134684.9,4328.613742,0.120611852,0.043294778,2.785829081,0.005339102,0.075709117
ENSG00000170946.13,397.6552388,-0.1477364,0.053031707,-2.785812659,0.005339372,0.075709117
ENSG00000212402.1,2.138875285,-0.538707281,0.193382532,-2.785708069,0.005341095,0.075709117
ENSG00000211803.2,2.697025732,-0.531163174,0.190697909,-2.785364431,0.005346759,0.075759237
ENSG00000253598.1,84.25965186,-0.282717944,0.101551209,-2.783993871,0.005369405,0.076049832
ENSG00000138756.16,295.9971387,-0.211092848,0.075838349,-2.783457859,0.005378285,0.076145304
ENSG00000088832.13,11228.5654,0.177809151,0.063893182,2.782912765,0.005387329,0.076243021
ENSG00000258454.1,3.480088728,0.402772441,0.144756915,2.782405532,0.005395757,0.076331949
ENSG00000117691.8,4125.4611,0.23603926,0.084850182,2.781835645,0.005405241,0.076435728
ENSG00000224598.1,1.598106271,-0.634359294,0.228072938,-2.781387827,0.005412703,0.07651086
ENSG00000237534.1,1.471696304,1.810423831,0.650968412,2.781123934,0.005417105,0.076542686
ENSG00000273540.1,3.391976586,0.944743035,0.339726114,2.780896129,0.005420908,0.076566021
ENSG00000279138.1,24.49164779,0.28748637,0.103388924,2.78063026,0.005425349,0.076598352
ENSG00000123080.9,587.2958237,-0.241661101,0.086916198,-2.780391998,0.005429332,0.076616622
ENSG00000141748.11,1.007420035,-0.569615913,0.204876045,-2.780295337,0.005430948,0.076616622
ENSG00000233821.1,2.321399839,0.602820589,0.216866637,2.779683391,0.005441192,0.076730724
ENSG00000188761.10,33.69831328,-0.389552221,0.140168512,-2.779170707,0.005449788,0.076821503
ENSG00000259098.1,3.727392612,0.995566032,0.358258633,2.778903119,0.005454279,0.076854375
ENSG00000072571.18,182.0062594,-0.348671821,0.125483234,-2.778632729,0.005458821,0.076857341
ENSG00000104825.15,1141.246136,0.155599002,0.055999343,2.778586188,0.005459603,0.076857341
ENSG00000201785.1,2.10536295,-0.566516865,0.203894534,-2.778479899,0.005461389,0.076857341
ENSG00000239873.2,1.011914767,-0.749279992,0.269682665,-2.77837655,0.005463127,0.076857341
ENSG00000259581.3,2.218936729,-0.478673613,0.172325551,-2.777728607,0.005474032,0.076938208
ENSG00000261924.1,4.294072399,0.376079482,0.135392756,2.777692779,0.005474635,0.076938208
ENSG00000125780.11,803.6695546,0.465855935,0.167715865,2.777649782,0.00547536,0.076938208
ENSG00000112977.14,12258.24259,0.119886778,0.043168829,2.777160759,0.005483605,0.077023659
ENSG00000240602.6,2.636312447,-0.520390339,0.18740441,-2.776830814,0.005489174,0.077071472
ENSG00000187531.12,970.9894856,0.137446119,0.049504673,2.776427146,0.005495995,0.077136811
ENSG00000115232.12,281.3673201,-0.374423102,0.134901825,-2.775522888,0.005511302,0.077259024
ENSG00000183648.8,2767.663584,0.200949276,0.072402612,2.775442348,0.005512667,0.077259024
ENSG00000213699.7,4220.587279,0.120756142,0.043511769,2.775252403,0.005515888,0.077259024
ENSG00000258824.2,53.26652002,-0.175986393,0.063413527,-2.775218515,0.005516463,0.077259024
ENSG00000073350.12,4091.95554,0.144042729,0.051904342,2.775157583,0.005517497,0.077259024
ENSG00000225370.1,2.031793613,-0.454664133,0.163834427,-2.775144035,0.005517726,0.077259024
ENSG00000105866.12,718.637913,-0.164742033,0.059383822,-2.774190475,0.005533927,0.077455388
ENSG00000232412.1,37.91190856,0.324701565,0.117058098,2.773849661,0.005539727,0.077506097
ENSG00000121281.11,129.9718719,-0.346291637,0.124848663,-2.773691206,0.005542426,0.077513386
ENSG00000105258.7,1459.515083,0.215529614,0.077712658,2.773417083,0.005547097,0.077546624
ENSG00000165474.5,373.1147223,0.423176019,0.152589554,2.773296123,0.00554916,0.077546624
ENSG00000248245.1,0.973812423,-0.630006023,0.227203776,-2.772867757,0.00555647,0.077618298
ENSG00000227788.1,2.339632573,0.538403539,0.194181306,2.772684717,0.005559596,0.077621415
ENSG00000248710.1,0.758392024,0.647364545,0.233486511,2.772599335,0.005561054,0.077621415
ENSG00000130545.14,1119.330031,0.15398592,0.055542675,2.772389329,0.005564644,0.077641069
ENSG00000197067.5,0.956173356,-0.665592617,0.240096551,-2.772187329,0.005568098,0.077658825
ENSG00000226604.2,8.611557943,0.472711879,0.170531273,2.771995243,0.005571385,0.07767423
ENSG00000090382.5,2542.351453,-0.421513923,0.152078425,-2.771687851,0.005576648,0.077717169
ENSG00000261461.1,21.80674132,0.184238964,0.066514352,2.76991294,0.005607128,0.078104735
ENSG00000233178.6,16.84352849,-0.26022503,0.093950395,-2.769813063,0.005608847,0.078104735
ENSG00000235491.1,1.557652097,0.920649357,0.332414046,2.769586212,0.005612755,0.078119856
ENSG00000117868.14,5438.444891,-0.122147909,0.044104755,-2.769495219,0.005614323,0.078119856
ENSG00000234769.7,35.21459538,0.249503164,0.090099229,2.769204192,0.005619341,0.078132282
ENSG00000100095.17,75.01398742,-0.497339547,0.179597559,-2.769188792,0.005619606,0.078132282
ENSG00000252759.1,2.291632977,-0.493401936,0.17820329,-2.768758855,0.005627027,0.078159653
ENSG00000133739.14,629.6926216,-0.164235442,0.059317752,-2.768740154,0.00562735,0.078159653
ENSG00000197857.12,812.8877263,0.10777387,0.0389259,2.768693085,0.005628163,0.078159653
ENSG00000099617.3,10.23786138,-0.57627389,0.208171199,-2.768269058,0.005635491,0.078205014
ENSG00000172476.3,60.21195992,0.342604502,0.123763961,2.768208925,0.005636531,0.078205014
ENSG00000146666.5,1.381044089,-0.530157721,0.191522471,-2.768122812,0.005638021,0.078205014
ENSG00000109736.13,5358.587321,0.192238013,0.069459252,2.767637264,0.005646426,0.078207961
ENSG00000182533.6,14.2279338,0.557870025,0.201571905,2.767598115,0.005647104,0.078207961
ENSG00000255234.4,11.29731756,0.393687346,0.142252541,2.767524167,0.005648386,0.078207961
ENSG00000169919.15,6209.22297,0.182172673,0.065832545,2.767212955,0.005653781,0.078207961
ENSG00000138678.9,118.9359793,-0.306752226,0.110863416,-2.766938244,0.005658547,0.078207961
ENSG00000144802.10,1488.306039,-0.389917224,0.140922636,-2.766888524,0.00565941,0.078207961
ENSG00000239948.2,1.182028573,-0.712434109,0.257490252,-2.766839145,0.005660268,0.078207961
ENSG00000107281.8,20847.74477,0.226249743,0.081774182,2.766762518,0.005661598,0.078207961
ENSG00000273542.1,10.8771016,0.412163227,0.148973217,2.766693476,0.005662797,0.078207961
ENSG00000177697.16,23097.02398,0.180767933,0.065337795,2.766667177,0.005663254,0.078207961
ENSG00000172590.17,2060.496355,0.202968776,0.073363313,2.766625013,0.005663986,0.078207961
ENSG00000188716.5,2.397549344,1.629943733,0.589152686,2.766589668,0.0056646,0.078207961
ENSG00000257365.6,734.7572178,0.088099122,0.03184581,2.766427393,0.00566742,0.078216554
ENSG00000186952.13,98.13760289,-0.226727505,0.081967212,-2.766075586,0.005673538,0.078270639
ENSG00000152082.12,5146.452045,0.263512342,0.095270567,2.765936548,0.005675958,0.078273679
ENSG00000146648.14,6189.334929,-0.196368139,0.071003381,-2.765616723,0.005681527,0.078320133
ENSG00000173208.3,35.72561703,-0.363268736,0.13137993,-2.765024587,0.005691851,0.07843207
ENSG00000068903.18,3166.596517,0.107835449,0.039004296,2.764706995,0.005697395,0.078478083
ENSG00000156976.13,21829.322,-0.099378845,0.035948647,-2.764466926,0.005701589,0.078505472
ENSG00000254799.1,0.871462633,-0.929143993,0.33616506,-2.763951708,0.005710599,0.078555198
ENSG00000217041.1,0.900726258,0.934197058,0.338019913,2.763733794,0.005714414,0.078555198
ENSG00000151365.2,5.392069036,-0.514727202,0.186249729,-2.763640002,0.005716057,0.078555198
ENSG00000228010.4,13.20964194,-0.252193768,0.091254386,-2.763634501,0.005716153,0.078555198
ENSG00000253133.1,7.11024253,-0.263158441,0.095222031,-2.763629793,0.005716235,0.078555198
ENSG00000256618.2,906.2804454,0.946619776,0.342543663,2.763501062,0.005718491,0.078555861
ENSG00000224371.4,2.200423321,-0.69095887,0.25005372,-2.76324172,0.005723037,0.078587979
ENSG00000136867.9,58.18052117,0.317351756,0.114869233,2.762721989,0.005732157,0.07868286
ENSG00000164591.12,153.7012611,0.406204676,0.14704559,2.76244038,0.005737104,0.078720408
ENSG00000240291.1,115.3169321,0.270328098,0.097863055,2.762310015,0.005739395,0.078721502
ENSG00000198526.7,0.84139849,-0.65523561,0.237220026,-2.762142903,0.005742334,0.078724993
ENSG00000137124.6,3617.28263,-0.183140829,0.066306267,-2.762044015,0.005744073,0.078724993
ENSG00000267277.1,34.16563886,0.158955604,0.057567551,2.761201436,0.005758914,0.078898015
ENSG00000275530.1,0.583064994,-1.283519029,0.465011044,-2.760190421,0.005776768,0.079112159
ENSG00000267395.4,123.2049009,0.231636713,0.083936121,2.759678549,0.005785826,0.079205734
ENSG00000159403.14,10418.28099,-0.258858033,0.093805879,-2.759507582,0.005788854,0.079216722
ENSG00000163554.10,2.396372773,-0.443407674,0.16069829,-2.759255712,0.005793318,0.07924734
ENSG00000172183.13,876.1914577,0.309034987,0.112059478,2.757776431,0.005819598,0.079576246
ENSG00000187266.12,379.5411544,0.234870632,0.085186581,2.757131812,0.005831084,0.079702679
ENSG00000230896.1,162.2354067,0.137001432,0.049702331,2.756438751,0.005843456,0.079763582
ENSG00000120669.14,67.30595245,0.628995436,0.228193331,2.756414637,0.005843886,0.079763582
ENSG00000177692.10,86.11702704,0.152222545,0.055226186,2.756347253,0.005845091,0.079763582
ENSG00000248593.3,95.92647549,-0.179667198,0.065183785,-2.756317359,0.005845625,0.079763582
ENSG00000184925.10,148.936696,0.352946158,0.128052809,2.756254712,0.005846745,0.079763582
ENSG00000268906.1,8.548267965,0.660598162,0.239709799,2.755824599,0.005854438,0.079803241
ENSG00000175513.8,2.697321927,-0.525523418,0.190697331,-2.755798491,0.005854906,0.079803241
ENSG00000186818.11,309.4591434,-0.270113633,0.098019393,-2.755716229,0.005856378,0.079803241
ENSG00000168679.16,205.8156813,-0.253215068,0.09189699,-2.755422874,0.005861632,0.079814299
ENSG00000227933.1,1.536505447,-0.502601761,0.182404739,-2.755420518,0.005861674,0.079814299
ENSG00000002330.12,3094.245042,0.197804167,0.071795872,2.755091106,0.005867579,0.079849948
ENSG00000261051.1,9.522169536,-0.314542282,0.114171477,-2.754998806,0.005869235,0.079849948
ENSG00000168259.13,3677.350139,0.10139672,0.036806817,2.754835315,0.005872168,0.079849948
ENSG00000270339.2,1.186830854,0.807589498,0.293159966,2.754774153,0.005873266,0.079849948
ENSG00000255139.1,40.5939731,0.155948368,0.056633625,2.753635644,0.005893734,0.08006624
ENSG00000100221.9,2862.240283,-0.09891801,0.035923551,-2.753569963,0.005894917,0.08006624
ENSG00000230325.1,14.07806134,0.29090991,0.105654614,2.753404702,0.005897894,0.08006624
ENSG00000230026.2,1.211189731,-0.744007656,0.270215216,-2.753389194,0.005898173,0.08006624
ENSG00000150459.11,7559.765921,0.111846357,0.040626419,2.753044947,0.005904379,0.080119924
ENSG00000242615.1,139.7195662,0.1687245,0.061290565,2.752862512,0.00590767,0.080134032
ENSG00000149212.9,4193.806646,-0.279104308,0.101410419,-2.752225184,0.00591918,0.080257213
ENSG00000185518.10,321.1696397,-0.472349389,0.17163172,-2.7521101,0.005921261,0.080257213
ENSG00000187848.11,127.0838298,0.448895833,0.16312228,2.751897738,0.005925102,0.080278704
ENSG00000166292.10,291.9533692,0.424630608,0.154316902,2.751679197,0.005929057,0.080289991
ENSG00000272896.1,5.517479488,0.267528665,0.097227649,2.751569824,0.005931037,0.080289991
ENSG00000100138.12,7374.132663,0.130211886,0.047324344,2.751477893,0.005932702,0.080289991
ENSG00000104946.9,3598.777348,0.11349389,0.041254045,2.751097281,0.0059396,0.080343596
ENSG00000203664.6,1.660841616,-0.61388333,0.223148323,-2.751010279,0.005941178,0.080343596
ENSG00000105392.14,1.526103032,-0.656599487,0.238710326,-2.750611999,0.005948405,0.080385951
ENSG00000131174.4,4666.400537,0.160067572,0.05819393,2.750588784,0.005948827,0.080385951
ENSG00000107611.13,113.745369,0.266566976,0.096922664,2.75030591,0.005953965,0.080424851
ENSG00000137310.10,609.1292507,-0.146039343,0.053102048,-2.750164015,0.005956544,0.080429164
ENSG00000250474.1,21.23832515,0.183505465,0.066733019,2.749845095,0.005962344,0.080476952
ENSG00000103653.15,4055.319855,0.116195846,0.042261149,2.749472001,0.005969136,0.080538084
ENSG00000234129.6,13.97888687,-0.204985087,0.074571704,-2.74883199,0.005980803,0.080664924
ENSG00000255248.5,915.3368551,-0.285443584,0.10386312,-2.748266981,0.00599112,0.080758559
ENSG00000237441.8,7183.943734,0.170678013,0.062105308,2.748203323,0.005992284,0.080758559
ENSG00000260238.4,109.6810071,0.21612176,0.07864832,2.747951395,0.00599689,0.080790045
ENSG00000270533.2,2.661386049,-0.452783445,0.16478502,-2.74772213,0.006001084,0.080815965
ENSG00000203965.11,332.333532,-0.107236301,0.039035781,-2.747128376,0.00601196,0.080931801
ENSG00000279305.1,2.579974291,1.281674024,0.46658796,2.74690762,0.006016008,0.080955676
ENSG00000251221.1,1.216375561,0.600166828,0.218602393,2.745472359,0.006042386,0.081268826
ENSG00000274425.1,49.89706851,0.161830555,0.058946223,2.745393112,0.006043845,0.081268826
ENSG00000141552.16,4264.032376,0.20177311,0.073504964,2.745026996,0.006050592,0.081328822
ENSG00000135250.15,2391.627561,-0.142950826,0.052083614,-2.744641055,0.006057712,0.081368437
ENSG00000100365.13,181.8925613,-0.249780725,0.091010224,-2.74453479,0.006059673,0.081368437
ENSG00000260898.4,149.7108184,0.451250327,0.164426313,2.744392421,0.006062302,0.081368437
ENSG00000236782.4,12.07807619,0.279237025,0.101748979,2.744371769,0.006062684,0.081368437
ENSG00000095209.10,849.9032944,-0.171353016,0.062445335,-2.744048289,0.006068661,0.081391908
ENSG00000280767.1,6.978661217,0.373949435,0.136277477,2.74402964,0.006069006,0.081391908
ENSG00000112541.12,751.5401447,-0.383670599,0.139839828,-2.74364324,0.006076153,0.08145478
ENSG00000172349.15,406.9916663,-0.276978949,0.10096142,-2.743413765,0.006080402,0.08145478
ENSG00000225549.3,0.809098979,1.099091289,0.400635987,2.743366357,0.00608128,0.08145478
ENSG00000214189.7,193.3367884,-0.160838159,0.058629837,-2.743281695,0.006082848,0.08145478
ENSG00000223784.1,2.119758269,0.852030304,0.31062327,2.742969973,0.006088625,0.081501482
ENSG00000123892.10,88.7749794,-0.324189289,0.118206968,-2.742556514,0.006096296,0.08157348
ENSG00000102543.13,438.261179,0.122453466,0.044652869,2.74234266,0.006100267,0.081595939
ENSG00000243422.1,20.81799989,-0.393384619,0.143511953,-2.741127911,0.006122867,0.081862551
ENSG00000040487.11,950.3657687,0.14670689,0.053522654,2.741024231,0.006124799,0.081862551
ENSG00000154222.13,1944.554345,0.074445312,0.027169045,2.740078345,0.006142454,0.082056018
ENSG00000090273.12,7282.519385,0.161857389,0.059072658,2.739971327,0.006144454,0.082056018
ENSG00000225751.2,0.982761967,-0.573346348,0.209263069,-2.739835319,0.006146998,0.082056018
ENSG00000107562.15,1685.370264,-0.304002064,0.110959571,-2.739755231,0.006148496,0.082056018
ENSG00000197785.12,1408.6692,0.196355237,0.071693969,2.738797131,0.006166441,0.08221569
ENSG00000250588.5,75.93507973,-0.3225259,0.117763119,-2.738768316,0.006166982,0.08221569
ENSG00000267130.1,13.54552462,0.272401235,0.099462009,2.738746571,0.006167389,0.08221569
ENSG00000273335.1,13.69365664,0.557446527,0.203555906,2.738542638,0.006171216,0.082217844
ENSG00000211679.2,764.2430629,-0.566793669,0.206972933,-2.738491748,0.006172171,0.082217844
ENSG00000255329.1,2.224340496,0.501142264,0.183024115,2.7381215,0.006179124,0.082240377
ENSG00000102837.6,9333.65682,-0.710479452,0.259487171,-2.738013793,0.006181148,0.082240377
ENSG00000133863.5,3.821959283,-0.614967842,0.224605434,-2.73799183,0.006181561,0.082240377
ENSG00000136040.7,488.3204469,-0.269214253,0.098328753,-2.737899586,0.006183295,0.082240377
ENSG00000276531.1,18.27319073,0.332107316,0.121309921,2.737676476,0.006187491,0.082240377
ENSG00000185813.9,3425.224881,0.210110676,0.07674816,2.737663998,0.006187726,0.082240377
ENSG00000114757.17,43.47425751,-0.317917433,0.116150469,-2.737117089,0.006198023,0.082333224
ENSG00000198658.4,5.99664307,-0.300316121,0.109724078,-2.737012038,0.006200002,0.082333224
ENSG00000086015.19,4470.484906,0.163959793,0.059906581,2.736924562,0.006201651,0.082333224
ENSG00000233635.2,0.680906519,0.82341346,0.300907346,2.736435219,0.006210882,0.08242503
ENSG00000163833.7,11.79899226,1.040018845,0.38008399,2.736286904,0.006213682,0.082431458
ENSG00000241832.1,0.974404493,-0.965179077,0.35275595,-2.736109986,0.006217024,0.082445061
ENSG00000117481.9,1456.388425,0.087125405,0.031845036,2.735917913,0.006220654,0.082459685
ENSG00000135519.6,57.34289187,-0.326182385,0.11922714,-2.735806502,0.006222761,0.082459685
ENSG00000269947.1,37.45354177,0.259825205,0.094982732,2.735499392,0.00622857,0.082495197
ENSG00000104872.9,3582.299101,0.156303035,0.057140419,2.73541984,0.006230076,0.082495197
ENSG00000087206.15,1063.025003,-0.079084714,0.028912925,-2.735271935,0.006232876,0.082501584
ENSG00000109390.10,2808.334227,0.14420412,0.05272524,2.73501119,0.006237816,0.082517392
ENSG00000223907.1,1.253454712,0.987164121,0.360942253,2.734964145,0.006238707,0.082517392
ENSG00000153495.9,17.09396146,0.35528909,0.129934898,2.734362326,0.006250123,0.082637673
ENSG00000142319.17,45.78503488,0.566585106,0.207243022,2.733916443,0.006258592,0.082718931
ENSG00000261218.4,3.475351534,-0.456012793,0.166839474,-2.733242803,0.006271408,0.082857547
ENSG00000105518.12,6591.359804,0.188437977,0.068958497,2.732628841,0.006283109,0.082981338
ENSG00000197162.9,790.9066811,0.131409418,0.048093011,2.732401562,0.006287446,0.083007809
ENSG00000215769.7,171.8098952,0.250490767,0.091700689,2.73161271,0.006302518,0.08314559
ENSG00000112299.7,43.09853522,-0.327429332,0.119866757,-2.73161083,0.006302554,0.08314559
ENSG00000180279.5,34.67536994,0.314235154,0.115054427,2.731186996,0.006310665,0.083173407
